time audio->transcript (s),transcript,whisper confidence,WER,CER,time protocol input->output (s),protocol prediction,protocol confidence,"protocol correct? (1 = True, 0 = False, -1=None given)",onehot
3732,,0.875178,0,0,-1,Protocol is not suggested due to receiving blank space as transcript,-1,0,-1,-1,-1,-1,-1,-1
3431,,0.578553,0,0,-1,Protocol is not suggested due to receiving blank space as transcript,-1,0,-1,-1,-1,-1,-1,-1
4568,’s patch priority one for breathing difficulties arriving on scene of fine time. ,0.803393,0,0,0.13934073800191982,airway - failed (protocol 3 - 16),0.8268111944198608,0,"[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
3772,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. ,0.67383,0,0,0.1336599779970129,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.7004978656768799,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
3851,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. Patient complains of shortness of breath and a slightly productive pain. ,0.711165,0,0,0.13224131100287195,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.9773465991020203,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
3763,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. Patient complains of shortness of breath and a slightly productive pain. of cough since yesterday. The etiology of which patient reports that. ,0.710333,0,0,0.1314489029973629,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.9918721318244934,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
13266,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. Patient complains of shortness of breath and a slightly productive pain. of cough since yesterday. The etiology of which patient reports that. ,0.792824,0,0,0.14642047699453542,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.9918721318244934,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
3820,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. Patient complains of shortness of breath and a slightly productive pain. of cough since yesterday. The etiology of which patient reports that. ’s clear lung sounds in a patent airway. He takes a number ,0.751717,0,0,0.13906979600142222,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.9935826659202576,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
3827,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. Patient complains of shortness of breath and a slightly productive pain. of cough since yesterday. The etiology of which patient reports that. ’s clear lung sounds in a patent airway. He takes a number ’t number of medications including albuterol and aspirin 81 milligram ,0.675875,0,0,0.13144546500552678,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.9930144548416138,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
5401,’s patch priority one for breathing difficulties arriving on scene of fine time. ’s related to the residence with Richmond by the Richmond fire department. Patient complains of shortness of breath and a slightly productive pain. of cough since yesterday. The etiology of which patient reports that. ’s clear lung sounds in a patent airway. He takes a number ’t number of medications including albuterol and aspirin 81 milligram cee alertipine out present lamb lasex pentopresol and they're on use allergic to ,0.770032,0,0,0.15100450099998852,medical - respiratory distress/asthma/copd/croup/reactive airway (respiratory distress) (protocol 3 - 11),0.9830689430236816,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0]",one hot GT,tn,fp,fn,tp
